Nacional;Comunidades y Ciudades Autónomas;Causas (lista reducida);Edad;Sexo;Total
Total Nacional;17 Rioja, La;081 XV.Embarazo, parto y puerperio;De 80 a 84 años;Hombres;0
Total Nacional;17 Rioja, La;081 XV.Embarazo, parto y puerperio;De 80 a 84 años;Mujeres;0
Total Nacional;17 Rioja, La;081 XV.Embarazo, parto y puerperio;De 85 a 89 años;Hombres;0
Total Nacional;17 Rioja, La;081 XV.Embarazo, parto y puerperio;De 85 a 89 años;Mujeres;0
Total Nacional;17 Rioja, La;081 XV.Embarazo, parto y puerperio;De 90 a 94 años;Hombres;0
Total Nacional;17 Rioja, La;081 XV.Embarazo, parto y puerperio;De 90 a 94 años;Mujeres;0
Total Nacional;17 Rioja, La;081 XV.Embarazo, parto y puerperio;De 95 años y más;Hombres;0
Total Nacional;17 Rioja, La;081 XV.Embarazo, parto y puerperio;De 95 años y más;Mujeres;0
Total Nacional;17 Rioja, La;082 XVI.Afecciones originadas en el periodo perinatal;De 1 a 14 años;Hombres;0
Total Nacional;17 Rioja, La;082 XVI.Afecciones originadas en el periodo perinatal;De 1 a 14 años;Mujeres;0
Total Nacional;17 Rioja, La;082 XVI.Afecciones originadas en el periodo perinatal;De 15 a 29 años;Hombres;0
Total Nacional;17 Rioja, La;082 XVI.Afecciones originadas en el periodo perinatal;De 15 a 29 años;Mujeres;0
Total Nacional;17 Rioja, La;082 XVI.Afecciones originadas en el periodo perinatal;De 30 a 39 años;Hombres;0
Total Nacional;17 Rioja, La;082 XVI.Afecciones originadas en el periodo perinatal;De 30 a 39 años;Mujeres;0
Total Nacional;17 Rioja, La;082 XVI.Afecciones originadas en el periodo perinatal;De 40 a 44 años;Hombres;0
Total Nacional;17 Rioja, La;082 XVI.Afecciones originadas en el periodo perinatal;De 40 a 44 años;Mujeres;0
Total Nacional;17 Rioja, La;082 XVI.Afecciones originadas en el periodo perinatal;De 45 a 49 años;Hombres;0
Total Nacional;17 Rioja, La;082 XVI.Afecciones originadas en el periodo perinatal;De 45 a 49 años;Mujeres;0
Total Nacional;17 Rioja, La;082 XVI.Afecciones originadas en el periodo perinatal;De 50 a 54 años;Hombres;0
Total Nacional;17 Rioja, La;082 XVI.Afecciones originadas en el periodo perinatal;De 50 a 54 años;Mujeres;0
Total Nacional;17 Rioja, La;082 XVI.Afecciones originadas en el periodo perinatal;De 55 a 59 años;Hombres;0
Total Nacional;17 Rioja, La;082 XVI.Afecciones originadas en el periodo perinatal;De 55 a 59 años;Mujeres;0
Total Nacional;17 Rioja, La;082 XVI.Afecciones originadas en el periodo perinatal;De 60 a 64 años;Hombres;0
Total Nacional;17 Rioja, La;082 XVI.Afecciones originadas en el periodo perinatal;De 60 a 64 años;Mujeres;0
Total Nacional;17 Rioja, La;082 XVI.Afecciones originadas en el periodo perinatal;De 65 a 69 años;Hombres;0
Total Nacional;17 Rioja, La;082 XVI.Afecciones originadas en el periodo perinatal;De 65 a 69 años;Mujeres;0
Total Nacional;17 Rioja, La;082 XVI.Afecciones originadas en el periodo perinatal;De 70 a 74 años;Hombres;0
Total Nacional;17 Rioja, La;082 XVI.Afecciones originadas en el periodo perinatal;De 70 a 74 años;Mujeres;0
Total Nacional;17 Rioja, La;082 XVI.Afecciones originadas en el periodo perinatal;De 75 a 79 años;Hombres;0
Total Nacional;17 Rioja, La;082 XVI.Afecciones originadas en el periodo perinatal;De 75 a 79 años;Mujeres;0
Total Nacional;17 Rioja, La;082 XVI.Afecciones originadas en el periodo perinatal;De 80 a 84 años;Hombres;0
Total Nacional;17 Rioja, La;082 XVI.Afecciones originadas en el periodo perinatal;De 80 a 84 años;Mujeres;0
Total Nacional;17 Rioja, La;082 XVI.Afecciones originadas en el periodo perinatal;De 85 a 89 años;Hombres;0
Total Nacional;17 Rioja, La;082 XVI.Afecciones originadas en el periodo perinatal;De 85 a 89 años;Mujeres;0
Total Nacional;17 Rioja, La;082 XVI.Afecciones originadas en el periodo perinatal;De 90 a 94 años;Hombres;0
Total Nacional;17 Rioja, La;082 XVI.Afecciones originadas en el periodo perinatal;De 90 a 94 años;Mujeres;0
Total Nacional;17 Rioja, La;082 XVI.Afecciones originadas en el periodo perinatal;De 95 años y más;Hombres;0
Total Nacional;17 Rioja, La;082 XVI.Afecciones originadas en el periodo perinatal;De 95 años y más;Mujeres;0
Total Nacional;17 Rioja, La;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 1 a 14 años;Hombres;1
Total Nacional;17 Rioja, La;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 1 a 14 años;Mujeres;0
Total Nacional;17 Rioja, La;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 15 a 29 años;Hombres;0
Total Nacional;17 Rioja, La;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 15 a 29 años;Mujeres;0
Total Nacional;17 Rioja, La;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 30 a 39 años;Hombres;0
Total Nacional;17 Rioja, La;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 30 a 39 años;Mujeres;1
Total Nacional;17 Rioja, La;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 40 a 44 años;Hombres;0
Total Nacional;17 Rioja, La;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 40 a 44 años;Mujeres;0
Total Nacional;17 Rioja, La;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 45 a 49 años;Hombres;0
Total Nacional;17 Rioja, La;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 45 a 49 años;Mujeres;0
Total Nacional;17 Rioja, La;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 50 a 54 años;Hombres;0
Total Nacional;17 Rioja, La;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 50 a 54 años;Mujeres;0
Total Nacional;17 Rioja, La;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 55 a 59 años;Hombres;0
Total Nacional;17 Rioja, La;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 55 a 59 años;Mujeres;0
Total Nacional;17 Rioja, La;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 60 a 64 años;Hombres;0
Total Nacional;17 Rioja, La;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 60 a 64 años;Mujeres;0
Total Nacional;17 Rioja, La;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 65 a 69 años;Hombres;0
Total Nacional;17 Rioja, La;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 65 a 69 años;Mujeres;0
Total Nacional;17 Rioja, La;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 70 a 74 años;Hombres;0
Total Nacional;17 Rioja, La;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 70 a 74 años;Mujeres;0
Total Nacional;17 Rioja, La;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 75 a 79 años;Hombres;1
Total Nacional;17 Rioja, La;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 75 a 79 años;Mujeres;0
Total Nacional;17 Rioja, La;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 80 a 84 años;Hombres;0
Total Nacional;17 Rioja, La;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 80 a 84 años;Mujeres;0
Total Nacional;17 Rioja, La;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 85 a 89 años;Hombres;1
Total Nacional;17 Rioja, La;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 85 a 89 años;Mujeres;1
Total Nacional;17 Rioja, La;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 90 a 94 años;Hombres;0
Total Nacional;17 Rioja, La;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 90 a 94 años;Mujeres;1
Total Nacional;17 Rioja, La;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 95 años y más;Hombres;0
Total Nacional;17 Rioja, La;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;De 95 años y más;Mujeres;0
Total Nacional;17 Rioja, La;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 1 a 14 años;Hombres;0
Total Nacional;17 Rioja, La;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 1 a 14 años;Mujeres;0
Total Nacional;17 Rioja, La;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 15 a 29 años;Hombres;0
Total Nacional;17 Rioja, La;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 15 a 29 años;Mujeres;0
Total Nacional;17 Rioja, La;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 30 a 39 años;Hombres;0
Total Nacional;17 Rioja, La;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 30 a 39 años;Mujeres;0
Total Nacional;17 Rioja, La;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 40 a 44 años;Hombres;0
Total Nacional;17 Rioja, La;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 40 a 44 años;Mujeres;0
Total Nacional;17 Rioja, La;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 45 a 49 años;Hombres;1
Total Nacional;17 Rioja, La;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 45 a 49 años;Mujeres;0
Total Nacional;17 Rioja, La;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 50 a 54 años;Hombres;0
Total Nacional;17 Rioja, La;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 50 a 54 años;Mujeres;0
Total Nacional;17 Rioja, La;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 55 a 59 años;Hombres;1
Total Nacional;17 Rioja, La;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 55 a 59 años;Mujeres;0
Total Nacional;17 Rioja, La;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 60 a 64 años;Hombres;0
Total Nacional;17 Rioja, La;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 60 a 64 años;Mujeres;0
Total Nacional;17 Rioja, La;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 65 a 69 años;Hombres;0
Total Nacional;17 Rioja, La;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 65 a 69 años;Mujeres;0
Total Nacional;17 Rioja, La;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 70 a 74 años;Hombres;0
Total Nacional;17 Rioja, La;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 70 a 74 años;Mujeres;0
Total Nacional;17 Rioja, La;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 75 a 79 años;Hombres;0
Total Nacional;17 Rioja, La;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 75 a 79 años;Mujeres;0
Total Nacional;17 Rioja, La;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 80 a 84 años;Hombres;0
Total Nacional;17 Rioja, La;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 80 a 84 años;Mujeres;0
Total Nacional;17 Rioja, La;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 85 a 89 años;Hombres;0
Total Nacional;17 Rioja, La;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 85 a 89 años;Mujeres;0
Total Nacional;17 Rioja, La;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 90 a 94 años;Hombres;0
Total Nacional;17 Rioja, La;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 90 a 94 años;Mujeres;0
Total Nacional;17 Rioja, La;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 95 años y más;Hombres;0
Total Nacional;17 Rioja, La;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;De 95 años y más;Mujeres;1
Total Nacional;17 Rioja, La;090-102 XX.Causas externas de mortalidad;De 1 a 14 años;Hombres;0
Total Nacional;17 Rioja, La;090-102 XX.Causas externas de mortalidad;De 1 a 14 años;Mujeres;1
Total Nacional;17 Rioja, La;090-102 XX.Causas externas de mortalidad;De 15 a 29 años;Hombres;3
Total Nacional;17 Rioja, La;090-102 XX.Causas externas de mortalidad;De 15 a 29 años;Mujeres;1
Total Nacional;17 Rioja, La;090-102 XX.Causas externas de mortalidad;De 30 a 39 años;Hombres;6
Total Nacional;17 Rioja, La;090-102 XX.Causas externas de mortalidad;De 30 a 39 años;Mujeres;2
Total Nacional;17 Rioja, La;090-102 XX.Causas externas de mortalidad;De 40 a 44 años;Hombres;3
Total Nacional;17 Rioja, La;090-102 XX.Causas externas de mortalidad;De 40 a 44 años;Mujeres;0
Total Nacional;17 Rioja, La;090-102 XX.Causas externas de mortalidad;De 45 a 49 años;Hombres;3
Total Nacional;17 Rioja, La;090-102 XX.Causas externas de mortalidad;De 45 a 49 años;Mujeres;2
Total Nacional;17 Rioja, La;090-102 XX.Causas externas de mortalidad;De 50 a 54 años;Hombres;3
Total Nacional;17 Rioja, La;090-102 XX.Causas externas de mortalidad;De 50 a 54 años;Mujeres;1
Total Nacional;17 Rioja, La;090-102 XX.Causas externas de mortalidad;De 55 a 59 años;Hombres;6
Total Nacional;17 Rioja, La;090-102 XX.Causas externas de mortalidad;De 55 a 59 años;Mujeres;3
Total Nacional;17 Rioja, La;090-102 XX.Causas externas de mortalidad;De 60 a 64 años;Hombres;8
Total Nacional;17 Rioja, La;090-102 XX.Causas externas de mortalidad;De 60 a 64 años;Mujeres;3
Total Nacional;17 Rioja, La;090-102 XX.Causas externas de mortalidad;De 65 a 69 años;Hombres;5
Total Nacional;17 Rioja, La;090-102 XX.Causas externas de mortalidad;De 65 a 69 años;Mujeres;2
Total Nacional;17 Rioja, La;090-102 XX.Causas externas de mortalidad;De 70 a 74 años;Hombres;2
Total Nacional;17 Rioja, La;090-102 XX.Causas externas de mortalidad;De 70 a 74 años;Mujeres;5
Total Nacional;17 Rioja, La;090-102 XX.Causas externas de mortalidad;De 75 a 79 años;Hombres;11
Total Nacional;17 Rioja, La;090-102 XX.Causas externas de mortalidad;De 75 a 79 años;Mujeres;8
Total Nacional;17 Rioja, La;090-102 XX.Causas externas de mortalidad;De 80 a 84 años;Hombres;5
Total Nacional;17 Rioja, La;090-102 XX.Causas externas de mortalidad;De 80 a 84 años;Mujeres;3
Total Nacional;17 Rioja, La;090-102 XX.Causas externas de mortalidad;De 85 a 89 años;Hombres;5
Total Nacional;17 Rioja, La;090-102 XX.Causas externas de mortalidad;De 85 a 89 años;Mujeres;10
Total Nacional;17 Rioja, La;090-102 XX.Causas externas de mortalidad;De 90 a 94 años;Hombres;6
Total Nacional;17 Rioja, La;090-102 XX.Causas externas de mortalidad;De 90 a 94 años;Mujeres;11
Total Nacional;17 Rioja, La;090-102 XX.Causas externas de mortalidad;De 95 años y más;Hombres;5
Total Nacional;17 Rioja, La;090-102 XX.Causas externas de mortalidad;De 95 años y más;Mujeres;3
Total Nacional;18 Ceuta;001-008 I.Enfermedades infecciosas y parasitarias;De 1 a 14 años;Hombres;0
Total Nacional;18 Ceuta;001-008 I.Enfermedades infecciosas y parasitarias;De 1 a 14 años;Mujeres;0
Total Nacional;18 Ceuta;001-008 I.Enfermedades infecciosas y parasitarias;De 15 a 29 años;Hombres;0
Total Nacional;18 Ceuta;001-008 I.Enfermedades infecciosas y parasitarias;De 15 a 29 años;Mujeres;0
Total Nacional;18 Ceuta;001-008 I.Enfermedades infecciosas y parasitarias;De 30 a 39 años;Hombres;0
Total Nacional;18 Ceuta;001-008 I.Enfermedades infecciosas y parasitarias;De 30 a 39 años;Mujeres;0
Total Nacional;18 Ceuta;001-008 I.Enfermedades infecciosas y parasitarias;De 40 a 44 años;Hombres;0
Total Nacional;18 Ceuta;001-008 I.Enfermedades infecciosas y parasitarias;De 40 a 44 años;Mujeres;0
Total Nacional;18 Ceuta;001-008 I.Enfermedades infecciosas y parasitarias;De 45 a 49 años;Hombres;0
Total Nacional;18 Ceuta;001-008 I.Enfermedades infecciosas y parasitarias;De 45 a 49 años;Mujeres;0
Total Nacional;18 Ceuta;001-008 I.Enfermedades infecciosas y parasitarias;De 50 a 54 años;Hombres;0
Total Nacional;18 Ceuta;001-008 I.Enfermedades infecciosas y parasitarias;De 50 a 54 años;Mujeres;0
Total Nacional;18 Ceuta;001-008 I.Enfermedades infecciosas y parasitarias;De 55 a 59 años;Hombres;2
Total Nacional;18 Ceuta;001-008 I.Enfermedades infecciosas y parasitarias;De 55 a 59 años;Mujeres;0
Total Nacional;18 Ceuta;001-008 I.Enfermedades infecciosas y parasitarias;De 60 a 64 años;Hombres;0
Total Nacional;18 Ceuta;001-008 I.Enfermedades infecciosas y parasitarias;De 60 a 64 años;Mujeres;2
Total Nacional;18 Ceuta;001-008 I.Enfermedades infecciosas y parasitarias;De 65 a 69 años;Hombres;1
Total Nacional;18 Ceuta;001-008 I.Enfermedades infecciosas y parasitarias;De 65 a 69 años;Mujeres;1
Total Nacional;18 Ceuta;001-008 I.Enfermedades infecciosas y parasitarias;De 70 a 74 años;Hombres;1
Total Nacional;18 Ceuta;001-008 I.Enfermedades infecciosas y parasitarias;De 70 a 74 años;Mujeres;0
Total Nacional;18 Ceuta;001-008 I.Enfermedades infecciosas y parasitarias;De 75 a 79 años;Hombres;2
Total Nacional;18 Ceuta;001-008 I.Enfermedades infecciosas y parasitarias;De 75 a 79 años;Mujeres;0
Total Nacional;18 Ceuta;001-008 I.Enfermedades infecciosas y parasitarias;De 80 a 84 años;Hombres;0
Total Nacional;18 Ceuta;001-008 I.Enfermedades infecciosas y parasitarias;De 80 a 84 años;Mujeres;0
Total Nacional;18 Ceuta;001-008 I.Enfermedades infecciosas y parasitarias;De 85 a 89 años;Hombres;1
Total Nacional;18 Ceuta;001-008 I.Enfermedades infecciosas y parasitarias;De 85 a 89 años;Mujeres;1
Total Nacional;18 Ceuta;001-008 I.Enfermedades infecciosas y parasitarias;De 90 a 94 años;Hombres;1
Total Nacional;18 Ceuta;001-008 I.Enfermedades infecciosas y parasitarias;De 90 a 94 años;Mujeres;1
Total Nacional;18 Ceuta;001-008 I.Enfermedades infecciosas y parasitarias;De 95 años y más;Hombres;0
Total Nacional;18 Ceuta;001-008 I.Enfermedades infecciosas y parasitarias;De 95 años y más;Mujeres;0
Total Nacional;18 Ceuta;009-041 II.Tumores;De 1 a 14 años;Hombres;0
